Name,Artist,Album,Duration,Explicit,Popularity,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Playlist
Edeyen,Sumac Dub,Norska,207500,False,20,11.0,1.0,4.0,0.521,0.563,0.224,0.82,0.214,-14.745,0.0318,0.0583,144.083,DubReggae
A Ticket To Die !,Kanka,Don't Stop Dub!,436226,False,32,2.0,1.0,4.0,0.0692,0.774,0.74,0.00822,0.0995,-5.729,0.0357,0.377,134.989,DubReggae
Warriors Of Light,Rakoon,From The Ashes,353547,False,27,4.0,0.0,4.0,0.017,0.6859999999999999,0.584,0.624,0.0659,-10.674,0.0431,0.326,92.99,DubReggae
Matsya,Sumac Dub,Matsya,174666,False,16,11.0,1.0,4.0,0.552,0.277,0.145,0.912,0.0866,-17.186,0.0394,0.0655,60.956,DubReggae
Weltraumsandalen - River Yarra's Krautback Dub,Wolf Müller & Niklas Wandt,Dub Dub Dub Dub Dub - Instrumentalmusik Remixed,402366,False,8,8.0,1.0,4.0,0.0982,0.718,0.541,0.892,0.103,-12.723,0.0981,0.565,160.06,DubReggae
Dub Dub - Dub,Wolf Müller & Niklas Wandt,Dub Dub Dub Dub Dub - Instrumentalmusik Remixed,510251,False,10,10.0,0.0,4.0,0.134,0.77,0.473,0.197,0.0814,-13.538,0.0556,0.563,107.356,DubReggae
Aufloesung - Suzanne Kraft Werk-Dub,Wolf Müller & Niklas Wandt,Dub Dub Dub Dub Dub - Instrumentalmusik Remixed,375439,False,4,7.0,0.0,4.0,0.00674,0.564,0.414,0.887,0.0928,-14.818,0.04,0.319,159.987,DubReggae
Mabomba Dance - Short Version,Wolf Müller,Wolf Müller Meets The Nile Project,336039,False,7,10.0,0.0,4.0,0.00443,0.81,0.6920000000000001,0.0038,0.0645,-11.797,0.0838,0.11,109.978,DubReggae
Oceans of the Moon - Wolf Müller Donkey Kong Beach Dub,José Padilla,Presents : Sorry for the Delay - Wolf Müller's Most Whimsical Remixes,352706,False,10,10.0,0.0,4.0,0.4370000000000001,0.725,0.7140000000000001,0.816,0.794,-10.659,0.0523,0.963,90.012,DubReggae
Southern Voice,Wolf Müller,Wolf Müller Meets The Nile Project,449836,False,4,11.0,0.0,4.0,0.00243,0.733,0.8490000000000001,0.5920000000000001,0.0713,-13.673,0.0614,0.935,90.012,DubReggae
Kurzgedichte,Wolf Müller,Instrumentalmusik von der Mitte der World,71359,False,3,3.0,0.0,4.0,0.738,0.914,0.431,0.000209,0.225,-11.196,0.184,0.7240000000000001,150.05100000000004,DubReggae
Kleiner Trommelbaum,Wolf Müller,Instrumentalmusik von der Mitte der World,75148,False,3,10.0,0.0,3.0,0.243,0.7709999999999999,0.643,6.1e-05,0.194,-11.922,0.25,0.8190000000000001,112.354,DubReggae
Pfad des Windes,Wolf Müller,Selectors 002 - Young Marco,367077,False,25,2.0,0.0,4.0,0.0949,0.7490000000000001,0.75,0.815,0.0915,-8.015,0.0764,0.438,95.002,DubReggae
Der Mitte der World,Wolf Müller,Instrumentalmusik von der Mitte der World,717385,False,6,0.0,1.0,4.0,0.364,0.877,0.682,0.272,0.602,-11.106,0.0703,0.518,119.994,DubReggae
Healing Dub,Rakoon,From The Ashes,364000,False,47,4.0,0.0,4.0,0.0007059999999999999,0.728,0.708,0.823,0.149,-8.238999999999999,0.0301,0.334,110.03,DubReggae
Transient Transmission - Deep Fried Dub's Battered mix,Pitch Black,"Rhythm, Sound and Movement",358009,False,36,0.0,1.0,4.0,0.00805,0.7859999999999999,0.459,0.818,0.459,-11.175,0.0535,0.8059999999999999,143.997,DubReggae
"Radio, Ney and Persan Setar",Sumac Dub,"Jam Session, Vol. 1",326166,False,13,5.0,0.0,4.0,0.28300000000000003,0.875,0.43,0.787,0.343,-11.402,0.322,0.765,135.043,DubReggae
4: 20 PM - Smoking Sessions 1,Tetra Hydro K,4: 20 PM (Smoking Sessions 1),269578,False,22,9.0,0.0,4.0,0.00435,0.622,0.674,0.0543,0.242,-9.121,0.0482,0.579,89.00299999999999,DubReggae
San San Rock,Thievery Corporation,Treasures from the Temple,245357,False,52,5.0,0.0,4.0,0.459,0.855,0.541,0.942,0.267,-9.579,0.0783,0.962,153.993,DubReggae
Slide (feat. Frank Ocean & Migos),Calvin Harris,Funk Wav Bounces Vol.1,230813,True,67,1.0,0.0,4.0,0.498,0.736,0.795,1.21e-06,0.254,-3.299,0.0545,0.511,104.066,DrivingList
Paper Planes,M.I.A.,Kala,203760,False,44,2.0,1.0,4.0,0.033,0.447,0.848,7.45e-05,0.722,-6.175,0.222,0.485,172.247,DrivingList
Starships,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe),210626,True,64,11.0,0.0,4.0,0.135,0.747,0.716,0.0,0.251,-2.457,0.0751,0.7509999999999999,125.006,DrivingList
Whistle,Flo Rida,Whistle,225000,False,61,0.0,1.0,4.0,0.0199,0.754,0.933,0.0,0.297,-5.7860000000000005,0.0448,0.75,103.992,DrivingList
Super Bass,Nicki Minaj,Pink Friday (Deluxe),200013,True,69,11.0,1.0,4.0,0.269,0.72,0.861,5.11e-06,0.601,-4.339,0.209,0.669,126.991,DrivingList
Hollaback Girl,Gwen Stefani,Love Angel Music Baby,199906,True,3,10.0,0.0,4.0,0.344,0.918,0.918,5.35e-06,0.0243,-2.218,0.0954,0.882,110.024,DrivingList
Fergalicious,Fergie,The Dutchess,292373,True,71,8.0,0.0,4.0,0.0576,0.906,0.584,0.0,0.128,-7.72,0.316,0.831,129.055,DrivingList
BedRock,Young Money,We Are Young Money,288133,True,72,8.0,1.0,4.0,0.102,0.733,0.664,0.0,0.191,-6.1629999999999985,0.295,0.557,148.005,DrivingList
Tongue Tied,Grouplove,Never Trust a Happy Song,218013,False,82,3.0,1.0,4.0,0.00847,0.56,0.936,0.0,0.161,-5.835,0.0439,0.371,112.96,DrivingList
Everybody Talks,Neon Trees,Picture Show,177280,False,79,8.0,1.0,4.0,0.00301,0.471,0.924,0.0,0.313,-3.906,0.0586,0.725,154.961,DrivingList
London Bridge,Fergie,The Dutchess,241306,True,62,1.0,1.0,4.0,0.21600000000000005,0.769,0.609,0.0,0.166,-5.894,0.35700000000000004,0.633,90.951,DrivingList
Pocketful of Sunshine,Natasha Bedingfield,Strip Me Away,203440,False,63,9.0,0.0,4.0,0.203,0.726,0.8809999999999999,0.0,0.108,-3.892,0.0391,0.682,110.019,DrivingList
Rather Be (feat. Jess Glynne),Clean Bandit,Rather Be (feat. Jess Glynne),227833,False,72,11.0,1.0,4.0,0.162,0.799,0.586,2.03e-06,0.193,-6.735,0.0377,0.5489999999999999,120.97,DrivingList
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,Mac and Devin Go to High School (Music from and Inspired by the Movie),207346,False,65,0.0,1.0,4.0,0.0897,0.5529999999999999,0.652,0.0,0.111,-6.685,0.206,0.551,94.505,DrivingList
Price Tag,Jessie J,Who You Are (Platinum Edition),223053,False,61,5.0,1.0,4.0,0.0281,0.638,0.831,3.06e-06,0.277,-3.944,0.182,0.685,175.03799999999995,DrivingList
Hurricane,Bridgit Mendler,Hello My Name Is...,243986,False,71,7.0,0.0,4.0,0.0398,0.757,0.825,2.63e-06,0.0798,-4.062,0.0701,0.446,95.01,DrivingList
Mambo No. 5 (A Little Bit of...),Lou Bega,King of Mambo,219600,False,0,5.0,0.0,4.0,0.107,0.607,0.802,0.0,0.305,-6.849,0.403,0.901,174.201,DrivingList
Come On Eileen,Dexys Midnight Runners,Too Rye Ay,287306,False,1,2.0,1.0,4.0,0.648,0.45,0.6579999999999999,3.14e-06,0.264,-7.064,0.0472,0.7809999999999999,106.799,DrivingList
Mr. Blue Sky,Electric Light Orchestra,Out of the Blue,303373,False,80,10.0,1.0,4.0,0.652,0.388,0.338,3.72e-06,0.248,-10.054,0.0328,0.477,177.78400000000005,DrivingList
Classic,MKTO,MKTO,175426,False,80,1.0,1.0,4.0,0.0384,0.72,0.7909999999999999,0.0,0.157,-4.689,0.124,0.7559999999999999,102.071,DrivingList
Magic (feat. Rivers Cuomo),B.o.B,B.o.B Presents: The Adventures of Bobby Ray,196133,False,66,8.0,0.0,4.0,0.0127,0.5489999999999999,0.932,0.0,0.34700000000000003,-4.11,0.343,0.787,82.439,DrivingList
Year 3000,Jonas Brothers,Music From Chasing Happiness,201960,False,66,11.0,1.0,4.0,0.0045,0.659,0.857,1.93e-06,0.335,-5.85,0.0437,0.7979999999999999,106.965,DrivingList
Gives You Hell,The All-American Rejects,When The World Comes Down,213106,False,72,4.0,1.0,4.0,0.0159,0.718,0.691,0.0,0.0627,-6.44,0.0387,0.552,100.008,DrivingList
He Could Be the One,Hannah Montana,Hannah Montana 3,180800,False,66,4.0,1.0,4.0,0.00154,0.602,0.894,0.0,0.433,-3.975,0.032,0.643,125.988,DrivingList
Keep Your Head Up,Andy Grammer,Andy Grammer,189933,False,71,0.0,1.0,4.0,0.0469,0.674,0.778,0.0,0.145,-5.367000000000001,0.0376,0.816,90.01,DrivingList
Beautiful Girls,Sean Kingston,Beautiful Girls,225373,False,78,1.0,0.0,4.0,0.15,0.762,0.6609999999999999,0.0,0.256,-6.075,0.0687,0.769,130.009,DrivingList
What the Hell,Avril Lavigne,Goodbye Lullaby (Expanded Edition),220706,False,74,6.0,0.0,4.0,0.00472,0.578,0.926,0.0127,0.14,-3.689,0.0548,0.877,149.976,DrivingList
Girlfriend,Avril Lavigne,The Best Damn Thing (Expanded Edition),216131,True,75,7.0,1.0,4.0,0.0007379999999999999,0.56,0.959,0.000206,0.209,-2.4330000000000003,0.102,0.67,163.983,DrivingList
What Makes You Beautiful,One Direction,Up All Night,199986,False,82,4.0,1.0,4.0,0.009000000000000001,0.726,0.787,0.0,0.0596,-2.494,0.0737,0.888,124.99,DrivingList
She Looks So Perfect,5 Seconds of Summer,5 Seconds Of Summer,202496,False,71,9.0,1.0,4.0,0.0005690000000000001,0.494,0.951,0.0,0.327,-4.237,0.132,0.441,160.025,DrivingList
Best Song Ever,One Direction,Midnight Memories (Deluxe),200106,False,77,1.0,1.0,4.0,0.0227,0.652,0.877,0.0,0.0789,-2.986,0.0465,0.486,118.491,DrivingList
Pretty Girl Rock,Keri Hilson,No Boys Allowed,243920,False,66,11.0,0.0,4.0,0.203,0.6659999999999999,0.87,0.0,0.0851,-5.004,0.246,0.9,160.014,DrivingList
"The Best of Both Worlds - From ""Hannah Montana""/Soundtrack Version",Hannah Montana,Hannah Montana,174120,False,62,1.0,1.0,3.0,0.0512,0.6759999999999999,0.861,0.0,0.0613,-3.645,0.0501,0.6809999999999999,124.031,DrivingList
Burnin' Up,Jonas Brothers,A Little Bit Longer,175093,False,68,2.0,1.0,4.0,0.0296,0.667,0.954,0.0,0.331,-3.462,0.0817,0.807,114.0,DrivingList
Fuck You,CeeLo Green,The Lady Killer,222933,True,67,0.0,1.0,4.0,0.129,0.69,0.8340000000000001,0.0,0.136,-5.79,0.0566,0.738,127.43,DrivingList
Nobody's Perfect,Hannah Montana,Hannah Montana 2 / Meet Miley Cyrus,200826,False,60,8.0,1.0,4.0,0.0597,0.594,0.977,3.49e-06,0.309,-4.1930000000000005,0.0646,0.7929999999999999,131.976,DrivingList
Brokenhearted,Karmin,Hello,227146,False,63,1.0,0.0,4.0,0.00765,0.765,0.765,3.82e-06,0.0527,-2.732,0.0585,0.8859999999999999,120.001,DrivingList
Glamorous,Fergie,The Dutchess,246573,True,68,0.0,1.0,4.0,0.28800000000000003,0.81,0.755,0.0,0.0857,-6.408,0.201,0.623,130.99,DrivingList
Whatcha Say,Jason Derulo,Jason Derulo,221253,False,67,11.0,1.0,4.0,0.0444,0.615,0.711,0.0,0.145,-5.5070000000000014,0.0779,0.711,144.036,DrivingList
Our Song,Taylor Swift,Taylor Swift,201106,False,66,2.0,1.0,4.0,0.111,0.6679999999999999,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,DrivingList
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,The Papercut Chronicles II,210960,False,80,9.0,1.0,4.0,0.0319,0.6459999999999999,0.795,0.0,0.267,-3.293,0.0976,0.7959999999999999,89.99,DrivingList
Dumb Love,Sean Kingston,Dumb Love EP,186773,False,62,0.0,1.0,4.0,0.35600000000000004,0.758,0.6459999999999999,0.0,0.473,-3.662,0.0721,0.877,128.03,DrivingList
Potential Breakup Song,Aly & AJ,Insomniatic,219773,False,76,6.0,0.0,4.0,0.00082,0.5720000000000001,0.89,0.00937,0.564,-4.1389999999999985,0.039,0.765,158.03799999999995,DrivingList
Beautiful Soul,Jesse McCartney,Beautiful Soul,214226,False,72,9.0,1.0,4.0,0.0759,0.66,0.6659999999999999,0.0,0.0268,-4.342,0.0472,0.933,89.975,DrivingList
Billionaire (feat. Bruno Mars),Travie McCoy,Lazarus,211160,True,70,6.0,0.0,4.0,0.297,0.633,0.6729999999999999,0.0,0.206,-6.403,0.258,0.659,86.77600000000002,DrivingList
We Are Never Ever Getting Back Together,Taylor Swift,Red (Big Machine Radio Release Special),193146,False,75,7.0,1.0,4.0,0.00957,0.628,0.6759999999999999,2.65e-05,0.121,-5.9110000000000005,0.0916,0.75,85.984,DrivingList
Before He Cheats,Carrie Underwood,Some Hearts,199946,False,74,6.0,0.0,4.0,0.271,0.519,0.7490000000000001,0.0,0.119,-3.318,0.0405,0.29,147.905,DrivingList
Airplanes (feat. Hayley Williams),B.o.B,B.o.B Presents: The Adventures of Bobby Ray,180480,True,75,6.0,0.0,4.0,0.11,0.66,0.867,0.0,0.0368,-4.285,0.116,0.377,93.033,DrivingList
She's So Gone,Naomi Scott,Lemonade Mouth,186453,False,68,11.0,1.0,4.0,0.0277,0.518,0.861,1.42e-06,0.249,-4.002,0.0673,0.457,141.986,DrivingList
Big Time Rush,Big Time Rush,BTR,197586,False,57,11.0,0.0,4.0,0.0273,0.599,0.888,0.0,0.28,-2.931,0.0514,0.833,121.05,DrivingList
Animal,Neon Trees,Habits,212293,False,70,5.0,1.0,4.0,0.000346,0.482,0.833,0.0,0.365,-5.6110000000000015,0.0449,0.74,148.039,DrivingList
Had Me @ Hello,Olivia Holt,Make Your Mark: Ultimate Playlist,189520,False,52,6.0,0.0,4.0,0.00918,0.638,0.884,0.000337,0.139,-4.0680000000000005,0.049,0.541,130.032,DrivingList
Dancing Queen,ABBA,Arrival,230400,False,78,9.0,1.0,4.0,0.358,0.5429999999999999,0.87,0.000939,0.792,-6.5139999999999985,0.0428,0.754,100.804,DrivingList
Life is a Highway,Rascal Flatts,Me And My Gang,276320,False,73,5.0,1.0,4.0,0.00324,0.5820000000000001,0.952,0.0,0.223,-3.848,0.0731,0.655,103.027,DrivingList
Grenade,Bruno Mars,Doo-Wops & Hooligans,223253,False,75,2.0,0.0,4.0,0.146,0.706,0.5579999999999999,0.0,0.118,-7.237,0.0593,0.227,110.443,DrivingList
Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,242373,False,79,5.0,0.0,4.0,0.0954,0.486,0.617,3.23e-06,0.109,-7.115,0.0287,0.417,138.015,DrivingList
Electric Love,BØRNS,Dopamine,218106,False,86,6.0,0.0,4.0,0.00543,0.611,0.797,0.00137,0.26,-7.627000000000002,0.0533,0.518,120.041,DrivingList
Year 3000,Busted,Busted,196200,False,63,11.0,1.0,4.0,0.000219,0.5920000000000001,0.8420000000000001,0.0,0.0934,-6.681,0.0353,0.898,107.015,DrivingList
If We Were A Movie,Hannah Montana,Best Of Hannah Montana,183480,False,36,4.0,1.0,4.0,0.00632,0.624,0.867,0.0,0.0878,-4.7,0.0292,0.831,93.969,DrivingList
Mr. Brightside,The Killers,Hot Fuss,222200,False,68,1.0,1.0,4.0,0.00119,0.355,0.918,0.0,0.0971,-4.36,0.0746,0.24,148.114,DrivingList
Best Day Of My Life,American Authors,Best Day Of My Life,194000,False,1,2.0,1.0,4.0,0.0545,0.672,0.901,0.000285,0.0792,-2.415,0.0353,0.507,99.989,DrivingList
Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream,230733,False,67,3.0,0.0,4.0,0.00125,0.652,0.812,3.01e-05,0.667,-3.797,0.0409,0.72,126.023,DrivingList
A Thousand Miles,Vanessa Carlton,Best Of,237440,False,0,11.0,1.0,4.0,0.328,0.454,0.8270000000000001,0.0,0.226,-3.774,0.0398,0.32,94.767,DrivingList
Fire Burning,Sean Kingston,Tomorrow,239986,False,70,1.0,1.0,4.0,0.0192,0.8390000000000001,0.804,0.0,0.331,-2.513,0.0329,0.888,122.973,DrivingList
Down,Jay Sean,All Or Nothing,212106,False,78,2.0,1.0,4.0,0.0108,0.657,0.695,0.0,0.0822,-4.493,0.0321,0.6829999999999999,65.997,DrivingList
Baby,Justin Bieber,My World 2.0,214240,False,77,5.0,0.0,4.0,0.0401,0.728,0.8590000000000001,0.0,0.111,-5.237,0.13699999999999998,0.535,65.043,DrivingList
Fireflies,Owl City,Ocean Eyes,228346,False,79,3.0,1.0,4.0,0.0275,0.512,0.662,0.0,0.118,-6.7970000000000015,0.0439,0.472,180.114,DrivingList
TiK ToK,Kesha,Animal (Expanded Edition),199693,False,80,2.0,0.0,4.0,0.0991,0.755,0.8370000000000001,0.0,0.289,-2.718,0.142,0.7140000000000001,120.028,DrivingList
"Introducing Me - From ""Camp Rock 2: The Final Jam""",Nick Jonas,Camp Rock 2: The Final Jam,186893,False,67,11.0,1.0,4.0,0.46,0.513,0.496,0.0,0.106,-6.049,0.0511,0.6759999999999999,113.072,DrivingList
"Hey, Soul Sister",Train,"Save Me, San Francisco (Golden Gate Edition)",216773,False,83,1.0,0.0,4.0,0.185,0.6729999999999999,0.8859999999999999,0.0,0.0826,-4.44,0.0431,0.795,97.012,DrivingList
Bet On It,Troy,High School Musical 2 (Original Soundtrack),198320,False,63,5.0,0.0,4.0,0.0218,0.812,0.67,0.0,0.0518,-6.385,0.0565,0.439,137.03799999999998,DrivingList
American Dream,MKTO,MKTO,225746,False,62,0.0,1.0,4.0,0.114,0.5539999999999999,0.767,0.0,0.231,-5.043,0.0497,0.4970000000000001,122.846,DrivingList
You'll Always Find Your Way Back Home,Hannah Montana,Hannah Montana The Movie,224186,False,64,8.0,1.0,4.0,0.0304,0.5770000000000001,0.906,0.0,0.189,-3.673,0.0583,0.6920000000000001,152.946,DrivingList
Ordinary Girl,Hannah Montana,Hannah Montana Forever,177506,False,62,7.0,1.0,4.0,0.0265,0.411,0.847,0.0,0.222,-3.705,0.219,0.398,182.496,DrivingList
Not A Love Song,Austin Moon,Austin & Ally,182106,False,52,2.0,1.0,4.0,0.00216,0.534,0.797,0.0,0.0575,-5.444,0.145,0.72,179.981,DrivingList
Take You To Rio,Ester Dean,Rio: Music From The Motion Picture,206440,False,44,7.0,1.0,4.0,0.0133,0.688,0.8170000000000001,0.0,0.0649,-5.922999999999999,0.0319,0.81,96.032,DrivingList
Bust Your Windows,Jazmine Sullivan,Fearless,266306,False,66,5.0,0.0,4.0,0.5379999999999999,0.6829999999999999,0.664,0.0,0.0671,-4.2330000000000005,0.0332,0.866,106.991,DrivingList
Oh Cecilia (Breaking My Heart),The Vamps,Meet The Vamps,195560,False,48,11.0,1.0,4.0,0.0249,0.731,0.867,0.0,0.322,-5.003,0.0382,0.6629999999999999,100.014,DrivingList
Somebody To You,The Vamps,Meet The Vamps,182826,False,68,3.0,1.0,4.0,0.0854,0.5589999999999999,0.8490000000000001,0.0,0.328,-4.676,0.0454,0.759,86.978,DrivingList
Story of My Life,One Direction,Midnight Memories (Deluxe),245493,False,82,3.0,1.0,4.0,0.225,0.6,0.6629999999999999,0.0,0.119,-5.8020000000000005,0.0477,0.28600000000000003,121.07,DrivingList
La Da Dee,Cody Simpson,Surfers Paradise (Expanded),196786,False,72,5.0,1.0,4.0,0.00847,0.657,0.828,0.0,0.326,-5.544,0.0728,0.5660000000000001,115.954,DrivingList
If I Were a Boy,Beyoncé,I AM...SASHA FIERCE,249146,False,67,6.0,1.0,4.0,0.107,0.632,0.518,0.0,0.354,-6.126,0.0313,0.4270000000000001,90.007,DrivingList
The Lazy Song,Bruno Mars,Doo-Wops & Hooligans,190213,False,74,11.0,1.0,4.0,0.332,0.738,0.804,0.0,0.279,-3.851,0.0621,0.949,174.94299999999996,DrivingList
Hey There Delilah,Plain White T's,Every Second Counts,232853,False,62,2.0,1.0,4.0,0.865,0.51,0.376,0.000121,0.113,-10.995,0.0307,0.321,103.851,DrivingList
We Can't Stop,Miley Cyrus,Bangerz (Deluxe Version),231240,False,78,1.0,0.0,4.0,0.00882,0.613,0.622,0.0,0.37,-5.794,0.0334,0.484,80.003,DrivingList
"1, 2, 3, 4",Plain White T's,Big Bad World,198360,False,62,2.0,1.0,4.0,0.5660000000000001,0.458,0.55,1.39e-05,0.108,-7.0920000000000005,0.0262,0.56,90.56,DrivingList
I Don't Fuck With You,Big Sean,Dark Sky Paradise,284386,True,75,1.0,1.0,4.0,0.0362,0.8240000000000001,0.733,0.0,0.325,-5.474,0.0613,0.395,97.972,DrivingList
Payphone,Maroon 5,Overexposed,231386,True,73,4.0,1.0,4.0,0.0136,0.7390000000000001,0.7559999999999999,0.0,0.37,-4.828,0.0394,0.523,110.028,DrivingList
All Star,Smash Mouth,Astro Lounge,200373,False,78,11.0,1.0,4.0,0.0395,0.731,0.867,0.0,0.0861,-5.881,0.032,0.7759999999999999,104.019,DrivingList
Firework,Katy Perry,Teenage Dream: The Complete Confection,227880,False,0,8.0,1.0,4.0,0.139,0.638,0.826,0.0,0.0803,-4.968,0.0479,0.649,124.072,DrivingList
Rude,MAGIC!,Rude,224773,False,67,1.0,1.0,4.0,0.0435,0.743,0.807,0.0,0.309,-3.78,0.0364,0.899,144.062,DrivingList
How Far I'll Go,Auli'i Cravalho,Moana (Original Motion Picture Soundtrack/Deluxe Edition),163386,False,74,1.0,0.0,4.0,0.649,0.5710000000000001,0.307,0.0,0.17800000000000002,-10.958,0.0499,0.108,83.72,DrivingList
I Want It That Way,Backstreet Boys,The Hits--Chapter One,213600,False,76,6.0,0.0,4.0,0.21600000000000005,0.6890000000000001,0.7020000000000001,0.0,0.159,-5.642,0.0261,0.484,99.031,DrivingList
Ain't No Mountain High Enough,Marvin Gaye,United,151666,False,0,7.0,1.0,4.0,0.43,0.6629999999999999,0.6,0.0,0.184,-10.87,0.032,0.8,129.991,DrivingList
Love On Top,Beyoncé,4,267413,False,74,0.0,1.0,4.0,0.0849,0.652,0.748,0.0,0.604,-5.242000000000001,0.0887,0.652,94.1,DrivingList
Good Life,OneRepublic,Waking Up,253306,True,71,6.0,1.0,4.0,0.0771,0.634,0.69,0.0,0.132,-7.8039999999999985,0.052000000000000005,0.645,94.988,DrivingList
Counting Stars,OneRepublic,Native,257839,False,73,1.0,0.0,4.0,0.0654,0.664,0.705,0.0,0.115,-4.972,0.0382,0.477,122.017,DrivingList
I Just Had Sex,The Lonely Island,Turtleneck & Chain (Explicit Version),166560,True,65,6.0,1.0,4.0,0.0193,0.615,0.813,0.0,0.196,-4.3180000000000005,0.14300000000000002,0.799,167.991,DrivingList
ABC,The Jackson 5,ABC,177733,False,63,8.0,1.0,4.0,0.486,0.715,0.6779999999999999,0.000192,0.15,-11.842,0.0475,0.947,94.769,DrivingList
Haven't Met You Yet,Michael Bublé,Crazy Love,244586,False,73,8.0,1.0,4.0,0.152,0.615,0.733,0.0,0.109,-4.808,0.0335,0.7959999999999999,122.58,DrivingList
Come & Go (with Marshmello),Juice WRLD,Legends Never Die,205484,True,89,0.0,1.0,4.0,0.0172,0.625,0.8140000000000001,0.0,0.158,-5.181,0.0657,0.535,144.991,LemmeGetAux
WAP (feat. Megan Thee Stallion),Cardi B,WAP (feat. Megan Thee Stallion),187541,True,95,1.0,1.0,4.0,0.0194,0.935,0.454,0.0,0.0824,-7.508999999999999,0.375,0.35700000000000004,133.07299999999998,LemmeGetAux
Pump It Up,Endor,Pump It Up,150635,False,58,1.0,1.0,4.0,0.207,0.898,0.893,9.33e-05,0.061,-7.255,0.225,0.653,129.047,LemmeGetAux
The Spins,Mac Miller,K.I.D.S. (Deluxe),195873,True,52,9.0,0.0,4.0,0.0135,0.794,0.7659999999999999,0.0,0.0785,-3.894,0.0377,0.55,127.007,LemmeGetAux
Mood (feat. iann dior),24kGoldn,Mood (feat. iann dior),140525,True,98,7.0,0.0,4.0,0.221,0.7,0.722,0.0,0.272,-3.5580000000000003,0.0369,0.7559999999999999,90.989,LemmeGetAux
Never Seen The Rain,Tones And I,Never Seen The Rain (Alternate Version),200742,False,77,6.0,0.0,4.0,0.43,0.672,0.464,0.0,0.284,-5.624,0.037000000000000005,0.271,92.069,LemmeGetAux
Head & Heart (feat. MNEK),Joel Corry,Head & Heart (feat. MNEK),166028,False,93,8.0,1.0,4.0,0.168,0.7340000000000001,0.8740000000000001,1.14e-05,0.0489,-3.158,0.0662,0.905,122.953,LemmeGetAux
Laugh Now Cry Later (feat. Lil Durk),Drake,Laugh Now Cry Later (feat. Lil Durk),261492,True,92,0.0,1.0,4.0,0.244,0.7609999999999999,0.518,3.47e-05,0.107,-8.871,0.134,0.522,133.976,LemmeGetAux
Mood Swings (feat. Lil Tjay),Pop Smoke,Shoot For The Stars Aim For The Moon,213333,True,89,10.0,0.0,4.0,0.487,0.48,0.602,0.0,0.0848,-6.335,0.368,0.269,179.798,LemmeGetAux
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,Shoot For The Stars Aim For The Moon,190476,True,94,6.0,0.0,4.0,0.114,0.823,0.586,0.0,0.193,-6.606,0.2,0.34700000000000003,125.971,LemmeGetAux
Tie Me Down (with Elley Duhé),Gryffin,Gravity,218239,False,61,6.0,1.0,4.0,0.136,0.608,0.845,0.0,0.111,-2.292,0.0597,0.322,98.976,LemmeGetAux
Let's Do It Again,J Boog,Backyard Boogie,192177,False,71,0.0,0.0,4.0,0.578,0.631,0.696,0.0,0.0784,-5.631,0.211,0.927,173.537,LemmeGetAux
Come Home,BAYNK,Come Home,246923,False,55,9.0,1.0,4.0,0.4320000000000001,0.698,0.585,0.265,0.0946,-7.629,0.0479,0.116,104.018,LemmeGetAux
Aftertaste,Loud Luxury,Nights Like This,197082,False,57,1.0,1.0,4.0,0.133,0.7859999999999999,0.8690000000000001,7.32e-06,0.0948,-4.763,0.0692,0.409,123.054,LemmeGetAux
Waterfall - Tim Legend Remix,Petit Biscuit,Waterfall Remixes,182000,False,47,0.0,1.0,4.0,0.456,0.71,0.4270000000000001,0.00014199999999999998,0.0874,-11.736,0.0718,0.438,106.833,LemmeGetAux
Nothing to Regret,Robinson,Nothing to Regret,208485,True,65,5.0,1.0,4.0,0.243,0.6970000000000001,0.521,0.0,0.189,-6.519,0.031,0.331,91.998,LemmeGetAux
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,B4 The Storm,195428,True,90,1.0,0.0,4.0,0.25,0.8,0.6579999999999999,0.0,0.111,-6.142,0.079,0.462,140.042,LemmeGetAux
